id,sentence,has_idiom,idiom_text,emotion,idiom_meaning,annotator_1,annotator_2,annotator_3
9719,He leaned his bike against the wall.,0,,,,non_idiom,non_idiom,non_idiom
9720,Children chasing butterflies in the park.,0,,,,non_idiom,non_idiom,non_idiom
9721,He spread butter on the bread.,0,,,,non_idiom,non_idiom,non_idiom
9722,Mother boiled the vegetables until cooked.,0,,,,non_idiom,non_idiom,non_idiom
9723,They lifted the box onto the truck.,0,,,,non_idiom,non_idiom,non_idiom
9724,He arranged the spoons and forks on the table.,0,,,,non_idiom,non_idiom,non_idiom
9725,Dad tightened the bolts with a screwdriver.,0,,,,non_idiom,non_idiom,non_idiom
9726,Mother combs her little sister's hair.,0,,,,non_idiom,non_idiom,non_idiom
9727,They water the plants with liquid fertilizer.,0,,,,non_idiom,non_idiom,non_idiom
9728,He keeps the medicine in the refrigerator.,0,,,,non_idiom,non_idiom,non_idiom
9729,Children watching a puppet show.,0,,,,non_idiom,non_idiom,non_idiom
9730,He turned on the fan because it was hot.,0,,,,non_idiom,non_idiom,non_idiom
9731,Mother peels garlic.,0,,,,non_idiom,non_idiom,non_idiom
9732,They tie their shoelaces.,0,,,,non_idiom,non_idiom,non_idiom
9733,He cut the bamboo into strips.,0,,,,non_idiom,non_idiom,non_idiom
9734,Dad cleaned the AC filter.,0,,,,non_idiom,non_idiom,non_idiom
9735,Mother mixed coconut milk into the curry.,0,,,,non_idiom,non_idiom,non_idiom
9736,They carried sacks of rice.,0,,,,non_idiom,non_idiom,non_idiom
9737,He put the candy in his mouth.,0,,,,non_idiom,non_idiom,non_idiom
9738,Children play on the garden swing.,0,,,,non_idiom,non_idiom,non_idiom
9739,He mopped the floor with a mop.,0,,,,non_idiom,non_idiom,non_idiom
9740,Mother hung the wall clock.,0,,,,non_idiom,non_idiom,non_idiom
9741,They put up a banner in front of the house.,0,,,,non_idiom,non_idiom,non_idiom
9742,He locked the gate.,0,,,,non_idiom,non_idiom,non_idiom
9743,Dad turned on the television for the news.,0,,,,non_idiom,non_idiom,non_idiom
9744,Mother poured milk into a glass.,0,,,,non_idiom,non_idiom,non_idiom
9745,They mix cement and sand.,0,,,,non_idiom,non_idiom,non_idiom
9746,He pressed the elevator button.,0,,,,non_idiom,non_idiom,non_idiom
9747,Children reading comics in the library.,0,,,,non_idiom,non_idiom,non_idiom
9748,She made the bed.,0,,,,non_idiom,non_idiom,non_idiom
9749,Mother squeezes lime.,0,,,,non_idiom,non_idiom,non_idiom
9750,They spread a mat in the living room.,0,,,,non_idiom,non_idiom,non_idiom
9751,He washes his motorcycle helmet.,0,,,,non_idiom,non_idiom,non_idiom
9752,Dad brought a toolbox.,0,,,,non_idiom,non_idiom,non_idiom
9753,Mother sliced ??the vegetables thinly.,0,,,,non_idiom,non_idiom,non_idiom
9754,They connected the broken cable.,0,,,,non_idiom,non_idiom,non_idiom
9755,He broke a dry twig.,0,,,,non_idiom,non_idiom,non_idiom
9756,Children splash water into the puddle.,0,,,,non_idiom,non_idiom,non_idiom
9757,He fanned his face with a fan.,0,,,,non_idiom,non_idiom,non_idiom
9758,Mother sprinkled sugar on the cake.,0,,,,non_idiom,non_idiom,non_idiom
9759,They scratched their itchy backs.,0,,,,non_idiom,non_idiom,non_idiom
9760,He slipped the money into his wallet.,0,,,,non_idiom,non_idiom,non_idiom
9761,Father lifted the wooden board.,0,,,,non_idiom,non_idiom,non_idiom
9762,Mother saut‚ed vegetables with oil.,0,,,,non_idiom,non_idiom,non_idiom
9763,They parked their motorbikes in the yard.,0,,,,non_idiom,non_idiom,non_idiom
9764,He stuck the stick into the ground.,0,,,,non_idiom,non_idiom,non_idiom
9765,The children threw the ball into the basket.,0,,,,non_idiom,non_idiom,non_idiom
9766,He scrubbed the floor with a brush.,0,,,,non_idiom,non_idiom,non_idiom
9767,Mother drained the noodles after boiling them.,0,,,,non_idiom,non_idiom,non_idiom
9768,They cut the grass with scythes.,0,,,,non_idiom,non_idiom,non_idiom
9769,He filled the glass with ice water.,0,,,,non_idiom,non_idiom,non_idiom
9770,Father wiped the sweat with a towel.,0,,,,non_idiom,non_idiom,non_idiom
9771,Mother offered drinks to the guests.,0,,,,non_idiom,non_idiom,non_idiom
9772,They brought picnic baskets.,0,,,,non_idiom,non_idiom,non_idiom
9773,He squeezed the lemon.,0,,,,non_idiom,non_idiom,non_idiom
9774,Children observe ants marching.,0,,,,non_idiom,non_idiom,non_idiom
9775,He opened the bottle cap.,0,,,,non_idiom,non_idiom,non_idiom
9776,Mother stirred the soup with a wooden spoon.,0,,,,non_idiom,non_idiom,non_idiom
9777,They tied the sacks with raffia rope.,0,,,,non_idiom,non_idiom,non_idiom
9778,He slid the chair to the table.,0,,,,non_idiom,non_idiom,non_idiom
9779,Dad knocked on the door three times.,0,,,,non_idiom,non_idiom,non_idiom
9780,Mother greased the baking pan with margarine.,0,,,,non_idiom,non_idiom,non_idiom
9781,They climbed the rambutan tree.,0,,,,non_idiom,non_idiom,non_idiom
9782,He held the handle of the umbrella.,0,,,,non_idiom,non_idiom,non_idiom
9783,Children write letters to friends.,0,,,,non_idiom,non_idiom,non_idiom
9784,He peeled the mango with a knife.,0,,,,non_idiom,non_idiom,non_idiom
9785,Mother hangs the pillows to dry in the morning.,0,,,,non_idiom,non_idiom,non_idiom
9786,They put things in the trunk.,0,,,,non_idiom,non_idiom,non_idiom
9787,He turned on the living room light.,0,,,,non_idiom,non_idiom,non_idiom
9788,Dad cleaned the water hose.,0,,,,non_idiom,non_idiom,non_idiom
9789,Mother put the plates on the shelf.,0,,,,non_idiom,non_idiom,non_idiom
9790,They mix wall paint.,0,,,,non_idiom,non_idiom,non_idiom
9791,He hit the pillow in frustration.,0,,,,non_idiom,non_idiom,non_idiom
9792,Children make crafts from cardboard.,0,,,,non_idiom,non_idiom,non_idiom
9793,He pressed the light switch.,0,,,,non_idiom,non_idiom,non_idiom
9794,Mother cuts the cake.,0,,,,non_idiom,non_idiom,non_idiom
9795,They cleaned the sink.,0,,,,non_idiom,non_idiom,non_idiom
9796,He rolled up the electric cable.,0,,,,non_idiom,non_idiom,non_idiom
9797,Father drew water from the well.,0,,,,non_idiom,non_idiom,non_idiom
9798,Mother added salt to the chili sauce.,0,,,,non_idiom,non_idiom,non_idiom
9799,They pinned the clothes with clothespins.,0,,,,non_idiom,non_idiom,non_idiom
9800,He wiped the mirror clean.,0,,,,non_idiom,non_idiom,non_idiom
9801,Children playing congklak on the terrace.,0,,,,non_idiom,non_idiom,non_idiom
9802,He washes his hands with soap.,0,,,,non_idiom,non_idiom,non_idiom
9803,Mother squeezes coconut milk from grated coconut.,0,,,,non_idiom,non_idiom,non_idiom
9804,They arranged the pillows on the sofa.,0,,,,non_idiom,non_idiom,non_idiom
9805,He locked the laptop before leaving.,0,,,,non_idiom,non_idiom,non_idiom
9806,Father turned on the gas stove.,0,,,,non_idiom,non_idiom,non_idiom
9807,Mother shared cakes with the neighbors.,0,,,,non_idiom,non_idiom,non_idiom
9808,They pick up trash in the park.,0,,,,non_idiom,non_idiom,non_idiom
9809,He kneaded the dough.,0,,,,non_idiom,non_idiom,non_idiom
9810,Children imitate animal sounds.,0,,,,non_idiom,non_idiom,non_idiom
9811,He sprinkled basil seeds.,0,,,,non_idiom,non_idiom,non_idiom
9812,Mother is frying fried bananas.,0,,,,non_idiom,non_idiom,non_idiom
9813,They moved the cupboard to the corner.,0,,,,non_idiom,non_idiom,non_idiom
9814,He combed his wet hair.,0,,,,non_idiom,non_idiom,non_idiom
9815,Father closed the window tightly.,0,,,,non_idiom,non_idiom,non_idiom
9816,Mother flushed the toilet with cleaning fluid.,0,,,,non_idiom,non_idiom,non_idiom
9817,They peel the shells of boiled eggs.,0,,,,non_idiom,non_idiom,non_idiom
9818,He shook the drink bottle.,0,,,,non_idiom,non_idiom,non_idiom
9819,The children danced together in the hall.,0,,,,non_idiom,non_idiom,non_idiom
9820,He sewed the hole in the sock.,0,,,,non_idiom,non_idiom,non_idiom
9821,Mother mixed the ground spices.,0,,,,non_idiom,non_idiom,non_idiom
9822,They drained the bathtub.,0,,,,non_idiom,non_idiom,non_idiom
9823,He carried a large umbrella.,0,,,,non_idiom,non_idiom,non_idiom
9824,Dad cleaned the rearview mirror.,0,,,,non_idiom,non_idiom,non_idiom
9825,Mother checked the water temperature.,0,,,,non_idiom,non_idiom,non_idiom
9826,They cut cardboard for crafts.,0,,,,non_idiom,non_idiom,non_idiom
9827,He kicked the ball into the goal.,0,,,,non_idiom,non_idiom,non_idiom
9828,Children pick flowers in the garden.,0,,,,non_idiom,non_idiom,non_idiom
9829,He stuck stickers on the books.,0,,,,non_idiom,non_idiom,non_idiom
9830,Mother measures child's height.,0,,,,non_idiom,non_idiom,non_idiom
9831,They weigh the fruit at the market.,0,,,,non_idiom,non_idiom,non_idiom
9832,He cut the remaining thread.,0,,,,non_idiom,non_idiom,non_idiom
9833,Dad replaced the car battery.,0,,,,non_idiom,non_idiom,non_idiom
9834,Mother stirred the iced tea.,0,,,,non_idiom,non_idiom,non_idiom
9835,They spray perfume.,0,,,,non_idiom,non_idiom,non_idiom
9836,He lifted a light barbell.,0,,,,non_idiom,non_idiom,non_idiom
9837,The children chased the chickens in the yard.,0,,,,non_idiom,non_idiom,non_idiom
9838,He checked the tire pressure.,0,,,,non_idiom,non_idiom,non_idiom
9839,Mother peels potatoes.,0,,,,non_idiom,non_idiom,non_idiom
9840,They dry the mattress.,0,,,,non_idiom,non_idiom,non_idiom
9841,He put up a clothes hanger.,0,,,,non_idiom,non_idiom,non_idiom
9842,Father arranges flowers for mother.,0,,,,non_idiom,non_idiom,non_idiom
9843,Mother cleans the fan.,0,,,,non_idiom,non_idiom,non_idiom
9844,They tuned the radio.,0,,,,non_idiom,non_idiom,non_idiom
9845,He rolled up the blanket.,0,,,,non_idiom,non_idiom,non_idiom
9846,Children color pictures of scenery.,0,,,,non_idiom,non_idiom,non_idiom
9847,He put the book in the bag.,0,,,,non_idiom,non_idiom,non_idiom
9848,Mother heats water in a pan.,0,,,,non_idiom,non_idiom,non_idiom
9849,They put ice cubes in the glass.,0,,,,non_idiom,non_idiom,non_idiom
9850,He leaned the broom against the wall.,0,,,,non_idiom,non_idiom,non_idiom
9851,Dad attached a ribbon to the gift.,0,,,,non_idiom,non_idiom,non_idiom
9852,Mother sews patchwork.,0,,,,non_idiom,non_idiom,non_idiom
9853,They cut the boards with saws.,0,,,,non_idiom,non_idiom,non_idiom
9854,She tied her hair with a rubber band.,0,,,,non_idiom,non_idiom,non_idiom
9855,Children playing bamboo flutes.,0,,,,non_idiom,non_idiom,non_idiom
9856,He applied ointment to the wound.,0,,,,non_idiom,non_idiom,non_idiom
9857,Mother threw away the onion skins.,0,,,,non_idiom,non_idiom,non_idiom
9858,They put their eggs in a basket.,0,,,,non_idiom,non_idiom,non_idiom
9859,He mopped the stain on the floor.,0,,,,non_idiom,non_idiom,non_idiom
9860,Dad cleaned the cutting board.,0,,,,non_idiom,non_idiom,non_idiom
9861,Mother washes the dishwashing sponge.,0,,,,non_idiom,non_idiom,non_idiom
9862,They set up the meeting table.,0,,,,non_idiom,non_idiom,non_idiom
9863,He tapped the paint can.,0,,,,non_idiom,non_idiom,non_idiom
9864,Children chase flying balloons.,0,,,,non_idiom,non_idiom,non_idiom
9865,He rubbed his body with luffa.,0,,,,non_idiom,non_idiom,non_idiom
9866,Mother sliced ??the meat thinly.,0,,,,non_idiom,non_idiom,non_idiom
9867,They add honey to the tea.,0,,,,non_idiom,non_idiom,non_idiom
9868,He heated the rice in the microwave.,0,,,,non_idiom,non_idiom,non_idiom
9869,Father measured the length of the fence.,0,,,,non_idiom,non_idiom,non_idiom
9870,Mother stirs the martabak dough.,0,,,,non_idiom,non_idiom,non_idiom
9871,They squeeze oranges for juice.,0,,,,non_idiom,non_idiom,non_idiom
9872,He pressed his thumb into the dough.,0,,,,non_idiom,non_idiom,non_idiom
9873,Children climb the water apple tree.,0,,,,non_idiom,non_idiom,non_idiom
9874,He swatted the mosquito with his hand.,0,,,,non_idiom,non_idiom,non_idiom
9875,Mother put the soap in the soap dish.,0,,,,non_idiom,non_idiom,non_idiom
9876,They brush the cat's fur.,0,,,,non_idiom,non_idiom,non_idiom
9877,He opened the lid of the pressure cooker.,0,,,,non_idiom,non_idiom,non_idiom
9878,Dad adjusts the car seat.,0,,,,non_idiom,non_idiom,non_idiom
9879,Mother stacked the plates on the shelf.,0,,,,non_idiom,non_idiom,non_idiom
9880,They dug a hole for the tree.,0,,,,non_idiom,non_idiom,non_idiom
9881,He cuts the paper with scissors.,0,,,,non_idiom,non_idiom,non_idiom
9882,Children watch the arts performance.,0,,,,non_idiom,non_idiom,non_idiom
9883,He massaged her feet with oil.,0,,,,non_idiom,non_idiom,non_idiom
9884,Mother burns leaf litter.,0,,,,non_idiom,non_idiom,non_idiom
9885,They painted the flower pots.,0,,,,non_idiom,non_idiom,non_idiom
9886,He tied up the plastic waste.,0,,,,non_idiom,non_idiom,non_idiom
9887,Dad turned on the generator.,0,,,,non_idiom,non_idiom,non_idiom
9888,Mother arranged flowers in a vase.,0,,,,non_idiom,non_idiom,non_idiom
9889,They connect PVC pipes.,0,,,,non_idiom,non_idiom,non_idiom
9890,He hung the bag on the door.,0,,,,non_idiom,non_idiom,non_idiom
9891,Children blowing soap bubbles.,0,,,,non_idiom,non_idiom,non_idiom
9892,He peeled the orange with his fingernail.,0,,,,non_idiom,non_idiom,non_idiom
9893,Mother drained the boiled vegetables.,0,,,,non_idiom,non_idiom,non_idiom
9894,They planted chili seeds.,0,,,,non_idiom,non_idiom,non_idiom
9895,He turned the handlebars of the bicycle.,0,,,,non_idiom,non_idiom,non_idiom
9896,Father tightened the motorbike chain.,0,,,,non_idiom,non_idiom,non_idiom
9897,Mother added bay leaves.,0,,,,non_idiom,non_idiom,non_idiom
9898,They pile up soil in the hole.,0,,,,non_idiom,non_idiom,non_idiom
9899,He brushed his teeth with a brush.,0,,,,non_idiom,non_idiom,non_idiom
9900,Children run around the field.,0,,,,non_idiom,non_idiom,non_idiom
9901,He put the glass on the coaster.,0,,,,non_idiom,non_idiom,non_idiom
9902,Mother washes drinking bottles.,0,,,,non_idiom,non_idiom,non_idiom
9903,They checked the engine oil.,0,,,,non_idiom,non_idiom,non_idiom
9904,He cuts the grass with a machine.,0,,,,non_idiom,non_idiom,non_idiom
9905,Dad cleaned the filter.,0,,,,non_idiom,non_idiom,non_idiom
9906,Mother put the spices in the refrigerator.,0,,,,non_idiom,non_idiom,non_idiom
9907,They put together a puzzle.,0,,,,non_idiom,non_idiom,non_idiom
9908,He beat the eggs with a fork.,0,,,,non_idiom,non_idiom,non_idiom
9909,Children play jumping rope.,0,,,,non_idiom,non_idiom,non_idiom
9910,He pressed the handbrake.,0,,,,non_idiom,non_idiom,non_idiom
9911,Mother cuts vegetables for soup.,0,,,,non_idiom,non_idiom,non_idiom
9912,They measure the room temperature.,0,,,,non_idiom,non_idiom,non_idiom
9913,He stuck the photo in the frame.,0,,,,non_idiom,non_idiom,non_idiom
9914,Dad hit the nail with a hammer.,0,,,,non_idiom,non_idiom,non_idiom
9915,Mother wiped the kitchen table.,0,,,,non_idiom,non_idiom,non_idiom
9916,They put up mosquito nets.,0,,,,non_idiom,non_idiom,non_idiom
9917,He opened the food packaging.,0,,,,non_idiom,non_idiom,non_idiom
9918,Children catch fish in the river.,0,,,,non_idiom,non_idiom,non_idiom
9919,He pressed the remote button.,0,,,,non_idiom,non_idiom,non_idiom
9920,Mother sews clothes for dolls.,0,,,,non_idiom,non_idiom,non_idiom
9921,They spread out a tarpaulin.,0,,,,non_idiom,non_idiom,non_idiom
9922,He scrubbed the burnt pan.,0,,,,non_idiom,non_idiom,non_idiom
9923,Dad checked the radiator water.,0,,,,non_idiom,non_idiom,non_idiom
9924,Mother put the spoon in the glass.,0,,,,non_idiom,non_idiom,non_idiom
9925,They tied the boat to the dock.,0,,,,non_idiom,non_idiom,non_idiom
9926,He set the wall clock.,0,,,,non_idiom,non_idiom,non_idiom
9927,Children make boats out of paper.,0,,,,non_idiom,non_idiom,non_idiom
9928,He cut his fingernails.,0,,,,non_idiom,non_idiom,non_idiom
9929,Mother wiped the window glass.,0,,,,non_idiom,non_idiom,non_idiom
9930,They cleaned the vents.,0,,,,non_idiom,non_idiom,non_idiom
9931,He sprinkled camphor.,0,,,,non_idiom,non_idiom,non_idiom
9932,Dad turned on the yard lights.,0,,,,non_idiom,non_idiom,non_idiom
9933,Mother added sweetened condensed milk.,0,,,,non_idiom,non_idiom,non_idiom
9934,They peel cassava.,0,,,,non_idiom,non_idiom,non_idiom
9935,He squeezed out the toothpaste.,0,,,,non_idiom,non_idiom,non_idiom
9936,Children write names in the sand.,0,,,,non_idiom,non_idiom,non_idiom
